iso3,unidad,autoridad,nivel,fecha_de_norma,url,version_archivada
GTM,Ciudad de Guatemala,"Constitución Política de la República de Guatemala (1985), artículo 102, literal g)",2,,https://www.idpp.gob.gt/images/Biblioteca-virtual/Leyes_y_Reglamentos/Constitucin_Poltica_de_la_Repblica_de_Guatemala.pdf,PENDIENTE DE ARCHIVAR
HND,Tegucigalpa,Código del Trabajo (Decreto Legislativo 189 de 19 de mayo de 1959) y sus reformas — compilado oficial de la Secretaria d,2,,https://www.trabajo.gob.hn/wp-content/uploads/2022/09/Codigo-del-Trabajo-y-sus-Reformas.pdf,PENDIENTE DE ARCHIVAR
HND,Tegucigalpa,Portal de consulta de la Secretaria de Trabajo y Seguridad Social — prestaciones,2,,https://consulta.trabajo.gob.hn/decretos/scr/Prestaciones.htm,PENDIENTE DE ARCHIVAR
HND,Tegucigalpa,"Código del Trabajo (Decreto No. 189-1959), art. 322 (jornada ordinaria), art. 338 (descanso semanal), art. 339 (días fer",2,,https://www.tsc.gob.hn/web/leyes/codigo_de_trabajo.pdf,PENDIENTE DE ARCHIVAR
HUN,Budapest,"2012. evi I. torveny a munka torvenykonyverol (Mt.) — Código del Trabajo, texto consolidado vigente, idoallapot 2025.02.",2,,https://njt.jog.gov.hu/jogszabaly/2012-1-00-00,PENDIENTE DE ARCHIVAR
HUN,Budapest,2017. evi XIII. torveny — egyes torvenyeknek a nagypentek munkaszuneti nappa torteno nyilvanitasaval osszefuggo modosita,2,2017-03-16,https://njt.jog.gov.hu/jogszabaly/2017-13-00-00,PENDIENTE DE ARCHIVAR
HUN,Budapest,"2012. evi I. torveny a munka torvenykonyverol (Mt.), 92. par. (1), 97. par. (2), 99. par. (2)",2,,https://mkogy.jogtar.hu/jogszabaly?docid=a1200001.TV&pagenum=2,PENDIENTE DE ARCHIVAR
IDN,Yakarta,"UU 13/2003 tentang Ketenagakerjaan, pasal 79",2,,https://kemenperin.go.id/kompetensi/UU_13_2003.pdf,PENDIENTE DE ARCHIVAR
IDN,Yakarta,"Undang-Undang Nomor 13 Tahun 2003 tentang Ketenagakerjaan, Pasal 77 y Pasal 79 (texto original de 2003)",2,2003-03-25,https://peraturan.bpk.go.id/Download/31128/UU%20Nomor%2013%20Tahun%202003.pdf,PENDIENTE DE ARCHIVAR
IRL,Dublín,"Organisation of Working Time Act 1997 (No. 20 of 1997), Second Schedule — Public Holidays",2,,https://www.irishstatutebook.ie/eli/1997/act/20/schedule/2/enacted/en/html,PENDIENTE DE ARCHIVAR
IRL,Dublín,S.I. No. 50/2022 — Organisation of Working Time (Covid-19 Commemoration) Regulations 2022,2,2022-02-07,https://www.irishstatutebook.ie/eli/2022/si/50/made/en/print,PENDIENTE DE ARCHIVAR
IRL,Dublín,"Organisation of Working Time Act 1997, section 19 — Entitlement to annual leave",2,,https://www.irishstatutebook.ie/eli/1997/act/20/section/19/enacted/en/html,PENDIENTE DE ARCHIVAR
IRL,Dublín,"Organisation of Working Time Act 1997, section 20 — Times and pay for annual leave",2,,https://www.irishstatutebook.ie/eli/1997/act/20/section/20/enacted/en/html,PENDIENTE DE ARCHIVAR
IRL,Dublín,Tabla oficial «Amendments and other effects» del Organisation of Working Time Act 1997,2,,https://www.irishstatutebook.ie/eli/isbc/1997_20.html,PENDIENTE DE ARCHIVAR
ITA,Roma,"Legge 27 maggio 1949, n. 260 — Disposizioni in materia di ricorrenze festive, art. 2",2,1949-05-31,https://presidenza.governo.it/ufficio_cerimoniale/normativa/legge_19490527_260.pdf,PENDIENTE DE ARCHIVAR
ITA,Roma,"D.P.R. 28 dicembre 1985, n. 792, art. 1 — reconocimiento de festividades religiosas acordadas con la Santa Sede",2,1985-12-31,https://presidenza.governo.it/USRI/ufficio_studi/normativa/DPR.%20792_28.12.1985.pdf,PENDIENTE DE ARCHIVAR
ITA,Roma,"D.Lgs. 8 aprile 2003, n. 66, art. 10 — Ferie annuali",2,2003-04-14,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2003-04-08;66,PENDIENTE DE ARCHIVAR
JPN,Tokio,"国民の祝日に関する法律（昭和二十三年法律第百七十八号） — Ley sobre las Fiestas Nacionales, Ley 178 de 1948",2,,https://laws.e-gov.go.jp/law/323AC1000000178,PENDIENTE DE ARCHIVAR
JPN,Tokio,"内閣府 — 国民の祝日について (Oficina del Gabinete, pagina oficial sobre las fiestas nacionales)",2,,https://www8.cao.go.jp/chosei/shukujitsu/gaiyou.html,PENDIENTE DE ARCHIVAR
JPN,Tokio,"労働基準法（昭和二十二年法律第四十九号）第三十九条 — Ley de Normas Laborales, art. 39, vacaciones anuales retribuidas",2,,https://laws.e-gov.go.jp/law/322AC0000000049,PENDIENTE DE ARCHIVAR
JPN,Tokio,"労働基準法 (Ley de Normas Laborales), Ley n. 49 de 1947, arts. 32 y 35. Versión con la última modificación de la Ley n. 71 de",2,,https://www.japaneselawtranslation.go.jp/en/laws/view/3567,PENDIENTE DE ARCHIVAR
KOR,Seúl,"근로기준법 (Ley de Normas Laborales), arts. 50, 53 y 55. Versión [시행 2025. 10. 23.] [법률 제20520호, 2024. 10. 22., 일부개정]",2,,https://www.law.go.kr/lsLawLinkInfo.do?chrClsCd=010202&lsJoLnkSeq=900552087,PENDIENTE DE ARCHIVAR
MEX,Ciudad de México,"Ley Federal del Trabajo, articulos 74, 76 y 78",2,,https://www.diputados.gob.mx/LeyesBiblio/pdf/LFT.pdf,PENDIENTE DE ARCHIVAR
NIC,Managua,"MITRAB — comunicado oficial de asueto para el Municipio de Managua, 1 y 10 de agosto de 2026, firmado por la Ministra",2,,http://www.mitrab.gob.ni/documentos/comunicados/COMUNICADO%201%20Y%2010%20AGOSTO%202026.pdf,PENDIENTE DE ARCHIVAR
NLD,Ámsterdam,"Algemene termijnenwet, artikel 3 — enumera los 'algemeen erkende feestdagen'",2,,https://repository.officiele-overheidspublicaties.nl/bwb/BWBR0002448/2010-10-10_0/xml/BWBR0002448_2010-10-10_0.xml,PENDIENTE DE ARCHIVAR
NLD,Ámsterdam,"Burgerlijk Wetboek Boek 7, artikelen 7:634, 7:635, 7:638, 7:640a, 7:642, 7:645 y 7:717 — vacaciones y colocacion",2,,https://repository.officiele-overheidspublicaties.nl/bwb/BWBR0005290/2026-07-01_0/xml/BWBR0005290_2026-07-01_0.xml,expresion consolidada 2026-07-01
NLD,Ámsterdam,"Burgerlijk Wetboek Boek 7 — expresion consolidada al 1 de enero de 2016, usada como linea base del corte",2,,https://repository.officiele-overheidspublicaties.nl/bwb/BWBR0005290/2016-01-01_0/xml/BWBR0005290_2016-01-01_0.xml,PENDIENTE DE ARCHIVAR
NLD,Ámsterdam,Arbeidstijdenwet — verificacion NEGATIVA: la palabra 'feestdag' no aparece ni una vez en toda la ley,2,,https://repository.officiele-overheidspublicaties.nl/bwb/BWBR0007671/2025-07-01_0/xml/BWBR0007671_2025-07-01_0.xml,PENDIENTE DE ARCHIVAR
NLD,Ámsterdam,Rijksoverheid.nl — Officiele feestdagen (pagina oficial del Gobierno),2,,https://www.rijksoverheid.nl/vraag-en-antwoord/arbeidsovereenkomst-en-cao/officiele-feestdagen,PENDIENTE DE ARCHIVAR
NOR,Oslo,"Lov om helligdager og helligdagsfred (LOV-1995-02-24-12), § 2 — lista de helligdager",2,,https://lovdata.no/dokument/NL/lov/1995-02-24-12,Sist endret: LOV-2021-05-07-34 fra 01.06.2021
NOR,Oslo,"Lov om 1 og 17 mai som hogtidsdagar (LOV-1947-04-26-1), §§ 1, 2 y 3",2,,https://lovdata.no/dokument/NL/lov/1947-04-26-1,Sist endret: LOV-2018-12-20-98 fra 01.01.2019
NOR,Oslo,"Ferieloven (LOV-1988-04-29-21), §§ 4, 5, 6, 7 y 10",2,,https://lovdata.no/dokument/NL/lov/1988-04-29-21/KAPITTEL_2,Sist endret: LOV-2023-03-17-3 fra 01.01.2024
NOR,Oslo,"Lov om arbeidsmiljo, arbeidstid og stillingsvern mv. (arbeidsmiljoloven), LOV-2005-06-17-62, par. 10-4 - alminnelig arbe",2,2005-06-17,https://lovdata.no/dokument/NL/lov/2005-06-17-62/KAPITTEL_11,PENDIENTE DE ARCHIVAR
NZL,Auckland,"Ministry of Business, Innovation & Employment (MBIE) — Public holidays and anniversary dates",2,,https://www.employment.govt.nz/leave-and-holidays/public-holidays/public-holidays-and-anniversary-dates,PENDIENTE DE ARCHIVAR
NZL,Auckland,"Matariki Dates 2022-2052 — Matariki Advisory Committee, informe del Prof. Rangi Matamua, Final Report V2, 21 May 2021",2,,https://www.mbie.govt.nz/assets/matariki-dates-2022-to-2052-matariki-advisory-group.pdf,PENDIENTE DE ARCHIVAR
POL,Varsovia,API ELI del Sejm — historial completo de actos modificatorios de la ley de 1951,2,,https://api.sejm.gov.pl/eli/acts/DU/1951/28,PENDIENTE DE ARCHIVAR
POL,Varsovia,Ustawa z dnia 16 kwietnia 2020 r. o szczegolnych instrumentach wsparcia — Dz.U. 2020 poz. 695; anade el art. 1a a la ley,2,2020-04-18,https://api.sejm.gov.pl/eli/acts/DU/2020/695,PENDIENTE DE ARCHIVAR
POL,Varsovia,"Ustawa z dnia 26 czerwca 1974 r. - Kodeks pracy, art. 129 §1",2,,https://api.sejm.gov.pl/eli/acts/DU/1974/141/text/U/D19740141Lj.pdf,PENDIENTE DE ARCHIVAR
PRY,Asunción,"Ley 7544/2025 — Que determina los feriados nacionales de la República del Paraguay, se establecen los feriados moviles y",2,2025-09-03,https://www.bacn.gov.py/leyes-paraguayas/12908/ley-n-7544-2025-que-determina-los-feriados-nacionales-de-la-rep-blica-del-paraguay-se-establecen-los-feriados-m-viles-y-se-faculta-al-poder-ejecutivo-a-instituir-otros-feriados-en-situaciones-especiales,PENDIENTE DE ARCHIVAR
PRY,Asunción,"Ley 213/93, Código del Trabajo — arts. 217, 218, 222, 223, 224, 225, 226, 234",2,,https://www.bacn.gov.py/leyes-paraguayas/2608/ley-n-213-establece-el-codigo-del-trabajo,PENDIENTE DE ARCHIVAR
PRY,Asunción,"Ley 496/95 — modifica, amplia y deroga articulos de la Ley 213/93; su art. 1 sustituye el art. 218 (vacaciones)",2,1995-08-22,https://www.bacn.gov.py/leyes-paraguayas/2514/modifica-amplia-y-deroga-articulos-de-la-ley-21393-codigo-del-trabajo,PENDIENTE DE ARCHIVAR
PRY,Asunción,Ley 8/90 — Por la cual se determinan los feriados de la República (DEROGADA por la Ley 7544/2025),2,,https://www.bacn.gov.py/leyes-paraguayas/2358/por-la-cual-se-determinan-los-feriados-de-la-republica,PENDIENTE DE ARCHIVAR
PRY,Asunción,Ley 1723/2001 — autoriza al Poder Ejecutivo a trasladar los feriados nacionales al día lunes (DEROGADA),2,2001-06-29,http://www.bacn.gov.py/leyes-paraguayas/634/ley-n-1723-autoriza-al-poder-ejecutivo-a-trasladar-los-feriados-nacionales-al-dia-lunes,PENDIENTE DE ARCHIVAR
ROU,Bucarest,"Codul muncii (Legea nr. 53/2003), republicat en Monitorul Oficial nr. 345 de 18 de mayo de 2011; arts. 112, 113, 114, 13",2,2011-05-18,https://www.inspectiamuncii.ro/documents/558066/58123041/CODUL+MUNCII+din+24+ianuarie+2003.pdf,PENDIENTE DE ARCHIVAR
SVK,Bratislava,"Zakon c. 311/2001 Z. z., Zakonnik prace, §85 ods. 4, 5 a 9",2,,https://www.slov-lex.sk/static/SK/ZZ/2001/311/20260607.html,PENDIENTE DE ARCHIVAR
SWE,Estocolmo,"Semesterlag (1977:480) — 3 a §, 4 §, 7 §, 10 §, 11 §, 12 §",2,,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/semesterlag-1977480_sfs-1977-480/,PENDIENTE DE ARCHIVAR
SWE,Estocolmo,Lag (1989:253) om allmanna helgdagar — 1 § y 2 §,2,2004-12-16,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/lag-1989253-om-allmanna-helgdagar_sfs-1989-253/,PENDIENTE DE ARCHIVAR
THA,Bangkok,"Labour Protection Act, B.E. 2541 (1998), secciones 23, 28 y 29 - traduccion oficial de la Office of the Council of State",2,,https://www.vertic.org/media/National%20Legislation/Thailand/TH_Labor_Protection_Act.pdf,PENDIENTE DE ARCHIVAR
TUR,Estambul,"4857 sayili Is Kanunu, madde 53 — Ley de Trabajo, artículo 53",2,,sin-url-archivada,PENDIENTE DE ARCHIVAR
TUR,Estambul,"Is Kanunu No. 4857 (Ley de Trabajo), Madde 46 y Madde 63. Kabul tarihi 22.5.2003, publicada en el Resmi Gazete de 10.6.2",2,2003-06-10,https://www5.tbmm.gov.tr/tutanaklar/KANUNLAR_KARARLAR/kanuntbmmc087/kanuntbmmc087/kanuntbmmc08704857.pdf,PENDIENTE DE ARCHIVAR
USA,Nueva York,5 U.S.C. 6103 — Holidays (días festivos legales federales),2,,https://www.govinfo.gov/content/pkg/USCODE-2023-title5/html/USCODE-2023-title5-partIII-subpartE-chap61-subchapI-sec6103.htm,PENDIENTE DE ARCHIVAR
USA,Nueva York,"Fair Labor Standards Act of 1938, 29 U.S.C. § 207(a)(1) — Maximum hours",2,,https://www.law.cornell.edu/uscode/text/29/207,PENDIENTE DE ARCHIVAR
BEL,Bruselas,"Arrete royal du 8 fevrier 2023 modifiant les articles 3, 35, 46, 60, 64, 66 et 68 et inserant un article 67bis dans l'AR",3,2023-03-16,https://etaamb.openjustice.be/fr/arrete-royal-du-08-fevrier-2023_n2023201201.html,PENDIENTE DE ARCHIVAR
BGR,Sofía,Modificación del чл. 154 ал. 2 КТ - sustituye la practica de reordenar días por decreto anual del Consejo de Ministros p,3,,http://trudipravo.bg/mesechni-spisania/mesechno-spisanie-trud-i-pravo/menumattp/2819-promeni-v-kodeksa-na-truda-predvizhdat-pochivnite-dni-okolo-praznitzite-da-ne-se-razmestvat-i-otrabotvat,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Decreto Supremo 2750, de 1 de mayo de 2016 - regula el calendario y traslado de feriados nacionales",3,2016-05-01,https://www.lexivox.org/norms/BO-DS-N2750.html,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Decreto Supremo 405, de 20 de enero de 2010 - declara feriado el 22 de enero",3,2010-01-20,https://www.lexivox.org/norms/BO-DS-N405.html,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Ley General del Trabajo de 8 de diciembre de 1942, arts. 41 y 44",3,,https://www.lexivox.org/norms/BO-L-19390524.html,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Decreto Supremo 4709, de 1 de mayo de 2022 - modifica el art. 33 del DS 224 de 1943: goce fraccionado y acumulacion de v",3,2022-05-01,https://www.lexivox.org/norms/BO-DS-N4709.html,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Ley General del Trabajo de 8 de diciembre de 1942, arts. 41, 42, 46, 47, 48",3,1942-12-08,https://www.oas.org/dil/Migrants/Bolivia/Ley%20general%20del%20trabajo%20del%208%20de%20diciembre%20de%201942.pdf,PENDIENTE DE ARCHIVAR
COL,Bogotá,"Ley 2466 de 2025 — reforma laboral (D.O. 53.160, vigente desde 2025-06-25)",3,2025-06-25,https://normograma.sena.edu.co/compilacion/docs/ley_2466_2025.htm,PENDIENTE DE ARCHIVAR
COL,Bogotá,"Ley 2578 de 2026, art. 6 — declara festivo nacional el 9 de julio, Día de Nuestra Señora del Rosario de Chiquinquirá",3,2026-06-01,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=193309,PENDIENTE DE ARCHIVAR
CZE,Praga,"Zakon c. 262/2006 Sb., zakonik prace — §§ 212, 213, 217, 218, 219 (parte novena, Dovolena)",3,,https://www.pracomat.cz/poradna/zakonik-prace/142-zakonik-prace-cast-9-hlava-4-dil-2.html,PENDIENTE DE ARCHIVAR
DNK,Copenhague,"Bekendtgorelse af lov om gennemforelse af dele af arbejdstidsdirektivet (arbejdstidsloven), LBK nr 982 af 12-08-2024, pa",3,2024-08-12,https://www.retsinformation.dk/eli/lta/2024/982,PENDIENTE DE ARCHIVAR
DOM,Santo Domingo,"Código de Trabajo de la República Dominicana, Ley 16-92 — arts. 163, 164, 165, 177 a 189",3,,https://docs.republica-dominicana.justia.com/nacionales/codigos/codigo-de-trabajo.pdf,PENDIENTE DE ARCHIVAR
DOM,Santo Domingo,"Ley No. 139-97, sobre traslado a los lunes de los días feriados que coincidan con martes, miercoles, jueves o viernes",3,1997-06-19,https://docs.republica-dominicana.justia.com/nacionales/leyes/ley-139-97.pdf,PENDIENTE DE ARCHIVAR
ECU,Guayaquil,"Código del Trabajo (Codificacion 17), articulos 65, 66, 68, 69, 70, 72, 73, 74, 75 y 76",3,,https://www.ecuadorencifras.gob.ec/LOTAIP/2017/DIJU/diciembre/LA2_OCT_DIJU_CODIGO%20TRABAJO.pdf,PENDIENTE DE ARCHIVAR
GRC,Atenas,"Ν. 4808/2021, αρθρο 60 — norma que fija la lista vigente de días de descanso obligatorio, ΦΕΚ Α΄101 de 19-jun-2021",3,2021-06-19,https://www.elinyae.gr/sites/default/files/2021-06/101a_2021.pdf,PENDIENTE DE ARCHIVAR
GRC,Atenas,"Β.Δ. 748/1966, αρθρο 4 — norma antecesora, base de la linea de 2016, ΦΕΚ Α΄179 de 13-sep-1966",3,,https://www.elinyae.gr/sites/default/files/2019-07/a179_66.1132644043101.pdf,PENDIENTE DE ARCHIVAR
GRC,Atenas,"Α.Ν. 539/1945 — ley de vacaciones anuales retribuidas, ΦΕΚ Α΄229 de 6-sep-1945",3,,https://www.elinyae.gr/ethniki-nomothesia/5391945-fek-229a-691945,PENDIENTE DE ARCHIVAR
GTM,Ciudad de Guatemala,"Código de Trabajo de Guatemala, artículo 127, reformado por el Artículo 5 del Decreto 64-92 del Congreso de la República",3,,https://www.jurista.com.gt/laws/codigo-trabajo/articulo-127,PENDIENTE DE ARCHIVAR
ISR,Jerusalén,"פקודת סדרי השלטון והמשפט, תש""ח-1948, סעיף 18א — Pkudat Sidrei HaShilton VeHaMishpat (Ordenanza de Ordenamiento del Gobie",3,,https://www.nevo.co.il/law_html/law00/73184.htm,PENDIENTE DE ARCHIVAR
ISR,Jerusalén,"חוק יום העצמאות, תש""ט-1949 — Ley del Día de la Independencia 1949",3,1949-04-12,https://www.nevo.co.il/law_html/law01/170_001.htm,PENDIENTE DE ARCHIVAR
ISR,Jerusalén,"חוק חופשה שנתית, תשי""א-1951 — Ley de Vacaciones Anuales 1951",3,,https://www.nevo.co.il/law_html/law00/71906.htm,PENDIENTE DE ARCHIVAR
ISR,Jerusalén,"חוק שעות עבודה ומנוחה, תשי""א-1951, סעיפים 2 ו-3 (Ley de Horas de Trabajo y Descanso, 1951, secciones 2 y 3)",3,,https://www.nevo.co.il/law_html/law00/5174.htm,PENDIENTE DE ARCHIVAR
NIC,Managua,"Ley No. 185, Código del Trabajo, artículo 51",3,,https://oig.cepal.org/sites/default/files/1996_codtrabajo_nic.pdf,PENDIENTE DE ARCHIVAR
NOR,Oslo,Statens personalhandbok 16.4.5 — 'Lovbestemte helge- og hoytidsdager',3,,https://lovdata.no/dokument/SPH/sph/KAPITTEL_15-4-5,PENDIENTE DE ARCHIVAR
NOR,Oslo,Arbeidstilsynet — preguntas frecuentes sobre vacaciones,3,,https://www.arbeidstilsynet.no/nyheter/ofte-stilte-sporsmal-om-ferie/,PENDIENTE DE ARCHIVAR
PER,Lima,"Ley 31822 — declara feriado nacional el 23 de julio, Día de la Fuerza Aérea del Perú",3,2023-07-08,sin-url-archivada,PENDIENTE DE ARCHIVAR
PER,Lima,"Constitución Política del Perú de 1993, artículo 25",3,,https://www.gob.pe/institucion/congreso-de-la-republica/informes-publicaciones/2447366-constitucion-politica-del-peru,PENDIENTE DE ARCHIVAR
PRT,Lisboa,"Codigo do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de fevereiro — artigos 234.º, 235.º, 237.º, 238.º e 241.º",3,,https://www.pgdlisboa.pt/leis/lei_mostra_articulado.php?nid=1047&tabela=leis,PENDIENTE DE ARCHIVAR
PRT,Lisboa,"Lei n.º 8/2016, de 1 de abril — decima alteracao ao Codigo do Trabalho, repondo os feriados nacionais de Corpo de Deus, ",3,2016-04-01,https://www.pgdlisboa.pt/leis/lei_mostra_articulado.php?nid=2522&tabela=leis&ficha=1&pagina=1,PENDIENTE DE ARCHIVAR
PRY,Asunción,Resolucion MTESS N.º 1290/2024 — Reglamento de otorgamiento de vacaciones,3,,https://irunvillamayor.com.py/wp-content/uploads/2025/04/Resolucion-MTESS-N%C2%B0-1290_24-REGLAMENTO-OTORGAMIENTO-DE-VACACIONES.pdf,PENDIENTE DE ARCHIVAR
PRY,Asunción,"Ley N 496/95, que modifica, amplia y deroga articulos de la Ley 213/93, Código del Trabajo - art. 1, texto vigente del a",3,1995-08-22,https://oig.cepal.org/sites/default/files/1994_ley496_pry.pdf,PENDIENTE DE ARCHIVAR
ROU,Bucarest,"Legea nr. 53/2003 — Codul muncii, republicata — art. 139 (sarbatorile legale), art. 145 (durata concediului de odihna), ",3,,https://www.codulmuncii.eu/titlu-3/capitol-2/sectiune-3/articol-139.html,PENDIENTE DE ARCHIVAR
ROU,Bucarest,Legea nr. 220 din 17 noiembrie 2016 pentru completarea alin. (1) al art. 139 din Legea nr. 53/2003 — anade el 1 de junio,3,2016-11-17,https://natlex.ilo.org/dyn/natlex2/natlex2/files/download/106148/PDF.pdf,PENDIENTE DE ARCHIVAR
SLV,San Salvador,"Código de Trabajo de El Salvador, artículo 190",3,,https://www.csj.gob.sv/wp-content/uploads/2021/06/11-Codigo-de-Trabajo-de-El-Salvador-Dias-de-asueto.pdf,PENDIENTE DE ARCHIVAR
SLV,San Salvador,"Código de Trabajo de El Salvador, articulos 177, 180 y 182",3,,https://www.csj.gob.sv/wp-content/uploads/2021/06/10-Codigo-de-Trabajo-de-El-Salvador-Vacacion-anual-remunerada.pdf,PENDIENTE DE ARCHIVAR
SLV,San Salvador,"Código de Trabajo, texto consolidado del Indice Legislativo de la Asamblea Legislativa (cosecha mayo de 2025), con su IN",3,,https://lalibertadoeste.gob.sv/wp-content/uploads/2025/05/Codigo-de-Trabajo.pdf,PENDIENTE DE ARCHIVAR
SLV,San Salvador,"Constitución de la República de El Salvador, artículo 38, ordinales 6º y 7º",3,,https://www.jurisprudencia.gob.sv/,PENDIENTE DE ARCHIVAR
THA,Bangkok,"Labour Protection Act, B.E. 2541 (1998) — sections 28, 29, 30, 56, 64",3,,https://www.vertic.org/media/National%20Legislation/Thailand/TH_Labor_Protection_Act.pdf,PENDIENTE DE ARCHIVAR
TUR,Estambul,Kanun No. 6752 — declara el 15 de julio Día de la Democracia y la Unidad Nacional; modifica la ley 2429,3,2016-10-29,sin-url-archivada,PENDIENTE DE ARCHIVAR
USA,Nueva York,"29 U.S.C. 207(e)(2) — Fair Labor Standards Act, exclusion del salario regular de los pagos por periodos no trabajados",3,,https://www.law.cornell.edu/uscode/text/29/207,PENDIENTE DE ARCHIVAR
ARG,Buenos Aires,"Decreto de Necesidad y Urgencia 70/2023, art. 79 - sustituye el art. 154 LCT",4,2023-12-21,sin-url-archivada,PENDIENTE DE ARCHIVAR
ARG,Buenos Aires,Resolucion 164/2025 de la Jefatura de Gabinete de Ministros - días no laborables con fines turisticos 2026,4,2025-12-26,https://www.boletinoficial.gob.ar/detalleAviso/primera/336753/20251226,PENDIENTE DE ARCHIVAR
AUT,Viena,"Urlaubsgesetz (UrlG), BGBl. Nr. 390/1976, §2 Urlaubsausmass, §3 Vordienstzeiten, §4 Verbrauch des Urlaubes",4,,https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008376,PENDIENTE DE ARCHIVAR
AUT,Viena,"Arbeitsruhegesetz (ARG), BGBl. Nr. 144/1983, §7 Feiertagsruhe y §7a Einseitiger Urlaubsantritt",4,,https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10008541,PENDIENTE DE ARCHIVAR
AUT,Viena,"BGBl. I Nr. 22/2019 - suprime el Karfreitag confesional del §7 Abs 3 ARG e introduce el §7a, persoenlicher Feiertag",4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
BGR,Sofía,"Кодекс на труда (Código del Trabajo), чл. 154 - Официални празници",4,,https://lex.bg/laws/ldoc/1594373121,PENDIENTE DE ARCHIVAR
BOL,Santa Cruz,"Decreto Supremo 17288, de 18 de marzo de 1980, art. 1 - escala de vacaciones (modifica el art. 44 LGT ya modificado por ",4,1980-03-18,https://bolivia.infoleyes.com/articulo/22667,PENDIENTE DE ARCHIVAR
BRA,São Paulo,"Lei 662 de 1949, con la redaccion de la Lei 10.607 de 2002 - feriados nacionais",4,,http://www.planalto.gov.br/ccivil_03/leis/l0662.htm,PENDIENTE DE ARCHIVAR
BRA,São Paulo,"Lei 6.802 de 1980 - declara feriado nacional o dia 12 de outubro, Nossa Senhora Aparecida",4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
BRA,São Paulo,Lei 9.093 de 1995 - dispoe sobre feriados civis e religiosos,4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
CHE,Zúrich,"Obligationenrecht (OR), SR 220 — Art. 329a y Art. 329c",4,,https://www.swissrights.ch/gesetze/Artikel-329a-OR-0000-DE.php,PENDIENTE DE ARCHIVAR
CHL,Santiago,"Código del Trabajo, arts. 67, 68, 69 y 70 - Del feriado anual",4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
CHL,Santiago,Ley 20.983 - declara feriados el lunes 2 de enero y el viernes 17 de septiembre en los anos en que ocurran,4,,https://www.bcn.cl/leychile/Navegar?idNorma=1098384,PENDIENTE DE ARCHIVAR
COL,Bogotá,"Código Sustantivo del Trabajo, articulos 186, 187 y 190 (vacaciones anuales remuneradas) y 172 (descanso dominical)",4,,https://leyes.co/codigo_sustantivo_del_trabajo/186.htm,PENDIENTE DE ARCHIVAR
CRI,San José,"Ley 9875 — transitorio al artículo 148 del Código de Trabajo, traslado de feriados a los lunes para los anos 2020 a 2024",4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
CZE,Praga,"Zakon c. 285/2020 Sb., novela del zakonik prace — calculo de la dovolena en horas desde el 1-1-2021",4,,https://www.epravo.cz/top/clanky/nova-pravni-uprava-dovolene-ucinna-k-112021-pomerna-cast-dovolene-za-kalendarni-rok-cast-2-111414.html,PENDIENTE DE ARCHIVAR
DOM,Santo Domingo,Ministerio de Trabajo — comunicado oficial de días feriados 2026,4,,https://mt.gob.do/ministerio-de-trabajo-informa-dias-feriados-correspondientes-al-ano-2026/,PENDIENTE DE ARCHIVAR
ESP,Madrid,"Real Decreto 2001/1983, articulos 45 y 46 (fiestas laborales de ambito nacional y fiestas locales)",4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
GBR,Londres,Proclamaciones reales bajo s.1(3) de la ley de 1971 — Privy Council / The Gazette,4,,https://privycouncil.independent.gov.uk/,PENDIENTE DE ARCHIVAR
GTM,Ciudad de Guatemala,"Código de Trabajo de Guatemala, artículo 130",4,,sin-url-archivada,PENDIENTE DE ARCHIVAR
ISR,Jerusalén,"חוק חופשה שנתית (תיקון מס' 15), התשע""ו-2016 — Enmienda n.º 15 a la Ley de Vacaciones Anuales",4,2016-03-08,https://www.chamber.org.il/serviceslobby/legal/1856/63031/,PENDIENTE DE ARCHIVAR
ISR,Jerusalén,"Base normativa del PAGO de los días de fiesta: צו הרחבה (orden de extension) del acuerdo colectivo general marco, dictad",4,,https://www.kolzchut.org.il/he/%D7%93%D7%9E%D7%99_%D7%97%D7%92%D7%99%D7%9D,PENDIENTE DE ARCHIVAR
